(15345,102917)
(3373,102924)
(9068,102965)
(10554,103136)
(5174,103178)
(14963,103231)
(9195,103364)
(3717,103429)
(6250,103451)
(10338,103471)
(11220,103556)
(5093,103643)
(15569,103666)
(12306,103672)
(4524,103742)
(13569,103886)
(7377,103897)
(15792,103902)
(9504,103909)
(1408,104051)
(16634,104136)
(3269,104191)
(8518,104285)
(9411,104314)
(17045,104517)
(688,104645)
(7211,104747)
(12008,104792)
(4706,104804)
(18487,104838)
(15444,104853)
(8634,104863)
(5186,104910)
(3520,104925)
(11720,104936)
(10320,105011)
(11616,105086)
(8845,105134)
(17457,105178)
(1996,105206)
(8811,105252)
(13455,105272)
(19848,105324)
(11071,105517)
(4684,105532)
(4552,105665)
(19720,105810)
(643,105825)
(2222,105903)
(2223,105926)
(6655,105943)
(9601,105955)
(5696,105986)
(13430,106033)
(12627,106133)
(16240,106199)
(17567,106207)
(15096,106231)
(6498,106232)
(6386,106279)
(8738,106392)
(17444,106407)
(5271,106416)
(19923,106521)
(15700,106577)
(1879,106663)
(15597,106698)
(7782,106736)
(1728,106895)
(18864,106918)
(16421,106932)
(9240,106978)
(11123,107073)
(4427,107144)
(16913,107222)
(17178,107225)
(4243,107234)
(7952,107349)
(5625,107467)
(4780,107522)
(19561,107579)
(8005,107623)
(2743,107677)
(13917,107691)
(17665,107742)
(17730,107749)
(17279,107754)
(6856,107758)
(13402,107791)
(11125,107804)
(2383,107904)
(11977,107958)
(10492,107992)
(15424,108146)
(1967,108154)
(1159,108189)
(19723,108190)
(4336,108221)
(8433,108227)
(19893,108229)
(1760,108261)
(4348,108288)
(18872,108290)
(9666,108370)
(16073,108495)
(5329,108585)
(7255,108644)
(4563,108730)
(15481,108797)
(4385,108831)
(15488,108870)
(5738,108875)
(3851,108912)
(15637,108936)
(15455,108985)
(9659,109043)
(9130,109076)
(6152,109078)
(2392,109161)
(228,109172)
(13841,109221)
(15744,109225)
(7109,109234)
(1684,109262)
(18219,109348)
(19871,109387)
(12724,109396)
(7250,109434)
(12675,109455)
(10035,109475)
(17303,109487)
(8436,109518)
(3519,109526)
(2326,109543)
(2194,109552)
(10016,109553)
(18674,109569)
(10350,109600)
(15529,109707)
(316,109723)
(7809,109766)
(762,109812)
(14078,109871)
(14151,109918)
(5349,109947)
(5727,109954)
(6147,109959)
(7928,110009)
(1459,110012)
(18638,110060)
(7239,110079)
(11957,110082)
(13109,110252)
(12248,110257)
(19059,110333)
(1432,110418)
(10606,110420)
(11644,110441)
(1285,110465)
(16206,110482)
(5144,110620)
(7690,110653)
(8422,110672)
(10455,110673)
(945,110691)
(17354,110741)
(3513,110763)
(15819,110803)
(10692,110823)
(15821,110830)
(1209,110869)
(17335,110896)
(3248,110904)
(14432,110907)
(13213,110931)
(5737,110973)
(1466,110987)
(16665,110991)
(11115,111029)
(13941,111034)
(4317,111035)
(16347,111069)
(1470,111094)
(8251,111161)
(13571,111165)
(11574,111166)
(12631,111171)
(14860,111203)
(14645,111210)
(7775,111219)
(3023,111229)
(19089,111235)
(19291,111252)
(13216,111256)
(10389,111259)
(15062,111260)
(18960,111264)
(2054,111278)
(18838,111298)
(4617,111300)
(16393,111322)
(18523,111336)
(6997,111344)
(5226,111353)
(13707,111357)
(5925,111360)
(14357,111390)
(11179,111421)
(15518,111426)
(5973,111436)
(17181,111461)
(13255,111485)
(12872,111524)
(13470,111529)
(5746,111535)
(13904,111544)
(15740,111598)
(9137,111608)
(17929,111621)
(2546,111629)
(483,111650)
(15303,111675)
(15864,111678)
(11170,111708)
(3305,111720)
(1122,111754)
(8412,111766)
(4701,111818)
(1169,111831)
(18255,111839)
(896,111850)
(14162,111870)
(204,111879)
(12326,111880)
(6181,111892)
(11944,111898)
(13920,111914)
(8496,111988)
(13199,111992)
(12699,111999)
(5448,112048)
(13429,112051)
(8081,112071)
(9723,112072)
(3601,112076)
(18850,112077)
(3020,112085)
(12023,112095)
(13034,112097)
(2238,112120)
(6140,112139)
(19214,112149)
(13537,112201)
(7723,112202)
(5512,112218)
(4172,112220)
(4225,112250)
(19213,112251)
(6705,112259)
(4576,112277)
(18016,112281)
(11095,112282)
(19942,112285)
(11458,112287)
(3975,112300)
(12593,112303)
(2400,112311)
(10211,112321)
(4383,112371)
(3329,112378)
(9667,112380)
(8297,112390)
(1192,112403)
(19332,112406)
(11979,112418)
(15222,112420)
(16776,112423)
(14734,112424)
(10993,112434)
(15376,112439)
(5716,112458)
(2808,112459)
(948,112465)
(13166,112470)
(3829,112473)
(15378,112478)
(8865,112508)
(2059,112518)
(19419,112522)
(16364,112523)
(14235,112531)
(19559,112534)
(19662,112538)
(18222,112557)
(17809,112560)
(8784,112570)
(14648,112572)
(12719,112574)
(6773,112575)
(12011,112578)
(13820,112583)
(16005,112587)
(9250,112588)
(8499,112589)
(15241,112590)
(3401,112594)
(1960,112598)
(8482,112600)
(10303,112602)
(1761,112603)
(18988,112606)
(11477,112609)
(9216,112610)
(294,112611)
(18932,112612)
(0,0,0)

(10531,12,50)
(10531,212882)
(15665,9950,13500)
(2495,3005,14000)
(15665,9950,13500)
(18067,9955,14000)
(2495,9960,14000)
(15665,340495)
(18067,341495)
(2495,341500)
(19249,500,37000)
(16564,573500)
(19249,583500)
(4083,647550)
(4441,674550)
(7496,2000,3700)
(14345,2005,2500)
(7496,2010,3700)
(5489,2015,3500)
(7496,2020,4000),(14345,2020,3500)
(14345,912485)
(17421,916485)
(5489,916490)
(7496,916895)
(1533,917200)
